gemeente|data|titel|klasse 
gemeente-teylingen-teylingen|Bij de raadsmail van 10 april zat een mail van een inwoner uit Voorhout met een  oplossing van de gemeente Amstelveen om het wegwaaien van plastic afval te  voorkomen. Onderstaande foto is gemaakt in Lisse waar ook een constructie aan een  lantaarnpaal wordt gebruikt om het plastic afval op te hangen aan een lantaarnpaal zodat  de zakken niet wegwaaien.|Ophalen kunststof verpaingsmateriaal|Raadsvragen
gemeente-teylingen-teylingen|"In de commissie Ruimte van 2 december 2014 is gesproken over de aanpassing aan de  Wasbeeklaan te Warmond om het fietsgebruik te stimuleren en de veiligheid voor alle  weggebruikers te verbeteren. Hier is tijdens de Raad van 18 december 2014 krediet voor  beschikbaar gesteld. Uitgangspunt was dat het fietspad overal op één plaat na 3,80  meter breed zou zijn.  Trilokaal heeft hierover de volgende vragen.  1. Waarom is de feitelijke realisatie afwijkend aan de offerte? Ongeveer 45 procent  is niet 380 breed maar slechts 350 meter.  2. Wanneer is de wethouder hierover ingelicht?  3. Waarom is de raad hierover niet ingelicht? Immers tijdens de commissie van 2  december 2014 zijn hier specifieke vragen over gesteld.  4. Is er sprake van verlaging van de kosten omdat er ""kleinere"" platen zijn  gebruikt?  5. Wat betekent dit voor de nieuw af te sluiten contracten met Easypath?"|Fietspad Wasbeeklaan|Raadsvragen
gemeente-teylingen-teylingen|Naar aanleiding van de jaarrapportage toewijzingsresultaten van Woningnet Holland  Rijnland vraagt de PvdA zich af of jongeren en minder bedeelden die een huurwoning  zoeken Teylingen worden uitgewerkt. Daarom heeft de PvdA onderstaande vragen:  1. Bent u bekend met de jaarrapportage toewijzingsresultaten van Woningnet  Holland Rijnland?  2. Wat vindt u van de cijfers uit dit rapport dat de druk op de sociale huurwoningen  in de regio en in onze gemeente significant toeneemt?  3. Deelt u de mening dat een gemiddelde wachttijd van 6,5 jaar onacceptabel is en  zo nee waarom niet?  4. Bent u het met de PvdA eens dat de huidige woonvisie van de gemeente  Teylingen het probleem onvoldoende onderkend en dat de wachttijden onder uw  bewind alleen maar verder gaat toenemen?  5. Volgens de visie van de PvdA is er maar één optie het aantal extra sociale  huurwoningen significant te vergroten, niet 50, maar minimaal 150 extra sociale  huurwoningen. Deelt u deze PvdA visie?  6. Zo nee, deelt u dan onze mening dat het groeiende tekort gaat resulteren dat  jongeren en minder bedeelden onze gemeente moeten verlaten? Wat is uw  mening als dit fenomeen ook daadwerkelijk gaat gebeuren?|Gladde Easypath fietspaden (PvdA)|Raadsvragen
gemeente-teylingen-teylingen|Naar aanleiding van de jaarrapportage toewijzingsresultaten van Woningnet Holland  Rijnland vraagt de PvdA zich af of jongeren en minder bedeelden die een huurwoning  zoeken Teylingen worden uitgewerkt. Daarom heeft de PvdA onderstaande vragen:  1. Bent u bekend met de jaarrapportage toewijzingsresultaten van Woningnet  Holland Rijnland?  2. Wat vindt u van de cijfers uit dit rapport dat de druk op de sociale huurwoningen  in de regio en in onze gemeente significant toeneemt?  3. Deelt u de mening dat een gemiddelde wachttijd van 6,5 jaar onacceptabel is en  zo nee waarom niet?  4. Bent u het met de PvdA eens dat de huidige woonvisie van de gemeente  Teylingen het probleem onvoldoende onderkend en dat de wachttijden onder uw  bewind alleen maar verder gaat toenemen?  5. Volgens de visie van de PvdA is er maar één optie het aantal extra sociale  huurwoningen significant te vergroten, niet 50, maar minimaal 150 extra sociale  huurwoningen. Deelt u deze PvdA visie?  6. Zo nee, deelt u dan onze mening dat het groeiende tekort gaat resulteren dat  jongeren en minder bedeelden onze gemeente moeten verlaten? Wat is uw  mening als dit fenomeen ook daadwerkelijk gaat gebeuren?|Wachttijden sociale huurwoningen (PvdA)|Raadsvragen
gemeente-teylingen-teylingen|Vanuit diverse inwoners van Warmond ontvangen wij klachten over de toenemende onveiligheid op de Herenweg in Warmond. Ook tijdens de wijkmarkt in ’t Trefpunt op 6 oktober 2015 waren hierover veel klachten. O.a. de slecht zichtbare en verlichte zebra's en hardrijdende auto’s zijn een doorn in het oog. In de beantwoording van de wijkmarkt wordt aangegeven dat 85% van de passanten niet harder rijdt dan 48/49 km/h. Als kanttekening wordt hier geplaatst dat “de beleving van veiligheid en de gereden snelheid heel anders kan zijn.” Naar onze mening zijn er een aantal maatregelen waarnaar gekeken zou kunnen worden om het gevoel van veiligheid te bevorderen, denk aan betere verlichting, minder oversteekplekken en op bepaalde plekken 30 km/h i.p.v. 50 km/h.    Hierover hebben wij de volgende vragen:    1. Is het college zich bewust van de beleving van onveiligheid op de Herenweg in Warmond?     2. Is het college het met ons eens dat hier maatregelen getroffen moeten worden?    3. Wat voor maatregelen gaat het college nemen om het gevoel van veiligheid op de Herenweg in Warmond te bevorderen?|Verkeersveiligheid Herenweg, Warmond (PvdA)|Raadsvragen
gemeente-teylingen-teylingen|De monumentale 19e eeuwse boerderij Oostdam in Voorhout is onlangs aangekocht door de provincie Zuid-Holland en dreigt te worden gesloopt. De provincie heeft hier geen sloopvergunning van de gemeente Teylingen voor nodig, omdat de boerderij op verzoek van de vorige eigenaar niet is aangewezen als monument. 1. Hebt u kennis genomen van de zorg van veel inwoners in Voorhout over de toekomst van de eeuwenoude monumentale boerderij Oostdam in Voorhout? 2. Kloppen de berichten dat de provincie Zuid-Holland voornemens is om de boerderij te slopen ten behoeve van de aanleg van een rotonde? 3. Is het college bereid om met de provincie in gesprek te gaan en daarbij te bezien of sloop van de historische boerderij echt nodig is en of er wellicht delen van de boerderij behouden kunnen blijven? 4. Wil het college zich daarbij in het bijzonder sterk maken voor behoud van het Waaggebouwtje uit 1730, waar nog een authentiek weegtoestel uit de achttiende eeuw in gevestigd is en voor behoud van de drie oude leilinden die bij de boerderij staan? |Voorgenomen sloop boerderij Oostdam, Herenstraat 2-2a, Voorhout|Raadsvragen
gemeente-teylingen-teylingen|Kent het college van B&W de “Code voor Verantwoord Marktgedrag  Thuisondersteuning” van augustus jl., die gespreksthema’s benoemt,  praktijkvoorbeelden toont en een handreiking biedt met een transparante  kostprijsopbouw waardoor een kwalitatief aanbestedingsproces kan worden  ingericht; transparant, volledig en in partnerschap gericht op meerjarige  samenwerkingsrelaties?  2. Wat is uw oordeel over de doelstelling en de inhoud van deze Code?  3. Heeft het college van B&W deze Code onderschreven? Indien dat niet het geval  is, op grond van welke overwegingen heeft het college B&W besloten de Code  niet te onderschrijven?  4. Indien het college van B&W de Code niet heeft onderschreven c.q. niet volgt,  welk gat bestaat er tussen wat aan tarief door de gemeente voor huishoudelijke  hulp wordt betaald en hetgeen in de CAO voor deze sector is overeen gekomen?  5. Kan het college van B&W bevestigen dat de Code is opgesteld op verzoek van de  staatssecretaris van VWS, de heer Van Rijn, door de Transitiecommissie Sociaal  Domein en mede door een toenemend aantal gemeenten wordt onderschreven?  6. Heeft het college kennisgenomen van de opvatting van staatssecretaris Van Rijn  van VWS, zoals geventileerd door hem tijdens het Algemeen Overleg over de  Wmo in de Tweede Kamer op 2 december jl, dat gemeenten deze Code zouden  moeten onderschrijven?  7. Welke conclusies verbindt het college aan deze oproep van de staatssecretaris?  8. Onderschrijft het college van B&W de uitgangspunten van de Code en wil zij deze  leidend laten zijn in het komende inkoopproces voor de zorg en ondersteuning  vanuit de Wmo? Zo neen, waarom niet?  p 3 van |Code marktgedrag|Raadsvragen
gemeente-teylingen-teylingen|De VVD fractie is onlangs op bezoek geweest bij de Pieter de Hooghstraat in Voorhout.  We troffen hier veel besjes aan op de stoep, waardoor oudere bewoners uitglijden en met  rollators hinder onder vinden. Ook auto’s raken beschadigd.  Hierover heeft de VVD fractie de volgende vragen:  1. Is het College met de VVD van mening dat de bomen in de Pieter de Hooghstraat  voor veel overlast zorgen voor de bewoners?  2. Wat is de geschiedenis van dit ‘dossier’?  3. Klopt het dat eerder wel bomen in deze straat zijn verplaatst, maar dat men niet  toegekomen is aan het verplaatsen van alle bomen? Zo ja, wat is de afweging  hierbij geweest?  4. Het bomenbeleidsplan gaat uit van ‘ de juiste boom op de juiste plaats’. Staan  deze bomen naar de mening van het College op de juiste plaats?  5. Wat zijn de mogelijkheden om de overlast gevende bomen in deze betreffende  straat te verwijderen/vervangen, met in achtneming van het bomenbeleidsplan  en eventuele kosten?|Bomenoverlast in de Pieter de Hooghstraat|Raadsvragen
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|De monumentale 19e eeuwse boerderij Oostdam in Voorhout is onlangs aangekocht door de provincie Zuid-Holland en dreigt te worden gesloopt. De provincie heeft hier geen sloopvergunning van de gemeente Teylingen voor nodig, omdat de boerderij op verzoek van de vorige eigenaar niet is aangewezen als monument. 1. Hebt u kennis genomen van de zorg van veel inwoners in Voorhout over de toekomst van de eeuwenoude monumentale boerderij Oostdam in Voorhout? 2. Kloppen de berichten dat de provincie Zuid-Holland voornemens is om de boerderij te slopen ten behoeve van de aanleg van een rotonde? 3. Is het college bereid om met de provincie in gesprek te gaan en daarbij te bezien of sloop van de historische boerderij echt nodig is en of er wellicht delen van de boerderij behouden kunnen blijven? 4. Wil het college zich daarbij in het bijzonder sterk maken voor behoud van het Waaggebouwtje uit 1730, waar nog een authentiek weegtoestel uit de achttiende eeuw in gevestigd is en voor behoud van de drie oude leilinden die bij de boerderij staan? |Voorgenomen sloop boerderij Oostdam, Herenstraat 2-2a, Voorhout|Raadsvragen
gemeente-teylingen-teylingen|Kent het college van B&W de “Code voor Verantwoord Marktgedrag  Thuisondersteuning” van augustus jl., die gespreksthema’s benoemt,  praktijkvoorbeelden toont en een handreiking biedt met een transparante  kostprijsopbouw waardoor een kwalitatief aanbestedingsproces kan worden  ingericht; transparant, volledig en in partnerschap gericht op meerjarige  samenwerkingsrelaties?  2. Wat is uw oordeel over de doelstelling en de inhoud van deze Code?  3. Heeft het college van B&W deze Code onderschreven? Indien dat niet het geval  is, op grond van welke overwegingen heeft het college B&W besloten de Code  niet te onderschrijven?  4. Indien het college van B&W de Code niet heeft onderschreven c.q. niet volgt,  welk gat bestaat er tussen wat aan tarief door de gemeente voor huishoudelijke  hulp wordt betaald en hetgeen in de CAO voor deze sector is overeen gekomen?  5. Kan het college van B&W bevestigen dat de Code is opgesteld op verzoek van de  staatssecretaris van VWS, de heer Van Rijn, door de Transitiecommissie Sociaal  Domein en mede door een toenemend aantal gemeenten wordt onderschreven?  6. Heeft het college kennisgenomen van de opvatting van staatssecretaris Van Rijn  van VWS, zoals geventileerd door hem tijdens het Algemeen Overleg over de  Wmo in de Tweede Kamer op 2 december jl, dat gemeenten deze Code zouden  moeten onderschrijven?  7. Welke conclusies verbindt het college aan deze oproep van de staatssecretaris?  8. Onderschrijft het college van B&W de uitgangspunten van de Code en wil zij deze  leidend laten zijn in het komende inkoopproces voor de zorg en ondersteuning  vanuit de Wmo? Zo neen, waarom niet?  p 3 van |Code marktgedrag|Raadsvragen
gemeente-teylingen-teylingen|De VVD fractie is onlangs op bezoek geweest bij de Pieter de Hooghstraat in Voorhout.  We troffen hier veel besjes aan op de stoep, waardoor oudere bewoners uitglijden en met  rollators hinder onder vinden. Ook auto’s raken beschadigd.  Hierover heeft de VVD fractie de volgende vragen:  1. Is het College met de VVD van mening dat de bomen in de Pieter de Hooghstraat  voor veel overlast zorgen voor de bewoners?  2. Wat is de geschiedenis van dit ‘dossier’?  3. Klopt het dat eerder wel bomen in deze straat zijn verplaatst, maar dat men niet  toegekomen is aan het verplaatsen van alle bomen? Zo ja, wat is de afweging  hierbij geweest?  4. Het bomenbeleidsplan gaat uit van ‘ de juiste boom op de juiste plaats’. Staan  deze bomen naar de mening van het College op de juiste plaats?  5. Wat zijn de mogelijkheden om de overlast gevende bomen in deze betreffende  straat te verwijderen/vervangen, met in achtneming van het bomenbeleidsplan  en eventuele kosten?|Bomenoverlast in de Pieter de Hooghstraat|Raadsvragen
gemeente-teylingen-teylingen|Deze vergadering bekijkt u live of achteraf op de website: www.teylingen.tv|None: Teylingen.tv|Agendapunt
gemeente-teylingen-teylingen|Op 3 augustus heeft de PvdA Teylingen een 18-tal vragen ingediend rondom onze zorgen over de ontwikkelingen bij de Kagerzoom. Op ons verzoek hebben omwonenden van de Kagerzoom zelfs nog tijdens een commissie Ruimte ingesproken. Wethouder Van Velzen had geruststellende woorden die avond. Zowel op onze schriftelijke vragen (nr. 10) als mondeling gaf de wethouder aan dat alle belangen gehoord worden. Nu lezen wij op de www.deTeyding.nl dat omwonenden die benaderd zijn om mee te denken na een positieve reactie niets meer van de gemeente hebben gehoord en dat ook het Platform Hondenvrienden nog altijd wachten op een uitnodiging, ondanks eerdere toezeggingen van de gemeente.      1.	Wat is de reactie van het college op het artikel: ‘Valse start voor project De Kagerzoom’?  2.	Hoe verhouden de reactie in dit artikel tot de toezegging op schriftelijke vragen van de PvdA op 3 augustus 2017?   3.	Kunnen deze groepen alsnog gehoord worden en kunnen hun ideeën nog een plek krijgen in de plannen rondom dit gebied?  4.	Deelt het college de mening van de PvdA dat ook dit burgerparticipatietraject niet vlekkeloos is verlopen en burgerparticipatietrajecten gedurende de afgelopen 4 jaar ronduit slecht zijn verlopen?     |Kagerzoom (PvdA)|Raadsvragen
gemeente-teylingen-teylingen|"Dit jaar moet een besluit worden genomen over de groeimogelijkheden van luchthaven Schiphol. De huidige afspraken lopen tot 2020. Volgens Schiphol is het heel belangrijk dat er nu nieuwe afspraken worden gemaakt met alle partijen, waaronder de gemeenten: ""Daarbij moeten hinderbeperking van vluchten, mainportontwikkeling van de luchthaven en de leefomgeving voor de omwonenden met elkaar in balans zijn"". Wat D66 Teylingen betreft zijn aanvullend hierop invloed op de gezondheid van onze inwoners en effecten van fijnstof uitstoot essentiële onderwerpen van overweging."|Vertrouwen B&W in de Milieueffectrapportage (MER) en de Omgevingsraad Schiphol (D66)|Raadsvragen
gemeente-teylingen-teylingen|Op 22 juni hield de raad van Teylingen de Algemene Beschouwingen en werd de kadernota behandeld. In de lokale pers is geen enkele besteed aan deze belangrijkste vergadering van het hele jaar. Na de vergadering van 29 juni werd duidelijk dat het ontbreken van aandacht helemaal niets te maken had met het feit dat de vergadering journalistiek gezien niet interessant was. Voor wat betreft “De Teylinger” bleek de oorzaak te liggen in het “op zijn” van het halfjaarbudget voor de betrokken journalist. De verhalen zijn geschreven, maar zijn kennelijk om financiële redenen niet geplaatst.  De gemeente Teylingen ondersteunt dit medium met een jaarcontract voor de gemeentepagina’s. Uiteraard betekent dit niet dat de gemeente invloed heeft op de journalistieke inhoud van de krant en de afweging wat al dan niet gekenmerkt kan worden als plaatsbaar nieuws. Maar……als de afweging een puur financiële is, is er ook geen sprake meer van journalistieke vrijheid.  Daarnaast is het vervelend dat de inwoners niet geïnformeerd worden over wat zich tijdens deze, voor hen zo belangrijke vergadering, heeft afgespeeld.    De vragen:  1.	Is het college bekend met het feit dat er geen berichtgeving is geweest over de algemene beschouwingen en de kadernotabehandeling?  2.	Klopt het dat dit een financiële achtergrond heeft?  3.	Heeft het college ideeën over een oplossingsrichting voor deze problematiek?|Uitblijven berichtgeving kadernota in lokale media (D66)|Raadsvragen
gemeente-teylingen-teylingen|Naar aanleiding van de discussie in commissievergadering Ruimte op 11 december 2017 inzake het vaststellen van de Erfgoedvisie en de Erfgoedverordening is door de commissie Ruimte geadviseerd dit item door te schuiven naar de commissie- en raadsvergadering in februari 2018.    Gelet op genoemde discussie in de commissie Ruimte hecht ik eraan te benadrukken dat D66 het college en de raad nadrukkelijk wil wijzen op de bevoegdheidsverdeling tussen raad en college. De raad heeft met het besluit tot het vaststellen van de motie duidelijke kaders gesteld die het college conform deze kaders moet uitvoeren en verwerken in een concept - visie.    In die zin verwachten wij van het college een daadkrachtige en proactieve houding bij het uitvoeren van deze motie in de meest brede betekenis zoals de raad het bedoeld heeft.    Gelet op de reactie in de commissie Ruimte en de daar voorliggende beperkte uitwerking van de motie vinden wij het gepast het college en de raad hierop alsnog te wijzen en zullen wij kritisch kijken naar de volledige uitwerking van de motie in de commissie Ruimte van februari.|Voortgang van de in maart 2017 aangenomen motie inzake de erfgoedvisie Teylingen (D66)|Raadsvragen
gemeente-teylingen-teylingen|Vragen n.a.v. het artikel in het AD van 7 september waarin gesproken wordt over een inhuurkracht bij de gemeente Teylingen waarvoor in 2016 € 266.000 is betaald.|Inhuur externe (PvdA en ChristenUnie)|Raadsvragen
gemeente-teylingen-teylingen|Op de website van het Algemeen Dagblad verscheen op 4 april 2017 een artikel rond de  pogingen van stichting Bijen en Wilgen uit de gemeente Lansingerland om de honingbij  van de ondergang te redden. Het artikel is als bijlage 1 bijgevoegd.  Genoemde stichting wil door het opzetten van zogeheten teeltstations ervoor zorgen dat  gezonde, resistente honingbijen uitgezet worden die zich vervolgens weer nuttig kunnen  maken bij de bestuiving van diverse producten die wij dagelijks eten. Dit initiatief kan  rekenen op veel steun.  Tijdens de raadsvergadering van 30 maart jl. heeft de gemeenteraad de motie  “Duurzame toekomst voor polders rond de Kaag” aangenomen, met als één van de  overwegingen dat het gebied hoge waarden heeft zowel landschappelijk,  cultuurhistorisch, ecologisch en vanuit oogpunt van recreatieve beleefbaarheid. Een  teeltstation in dit gebied, met daaraan wellicht gekoppeld een stuk educatie over de bij,  past hier naar de mening van de fractie van D66 goed in.  Tijdens de vergadering van de commissie BFT van 5 april jl. heeft de fractie van de  ChristenUnie ‘een lans gebroken voor de situatie van de bij’ in het kader van de  behandeling van het vrijgeven van een investeringskrediet voor de uitvoering van het  Gebiedsprogramma B(L)oeiende Bollenstreek. De fractie pleitte voor het inzaaien van  bijvriendelijke bloemen omdat de bijensterfte aanzienlijk is.  Door middel van onderstaande vragen wil ik met name oproepen tot een stuk  bewustwording aan de kant van college en raad dat het echt slecht gaat met de  bijenstand en dat (aanvullende) maatregelen dringend gewenst zijn.|Ondersteuning voor bijenstand in Teylingen|Raadsvragen
gemeente-teylingen-teylingen|Op 14 maart heeft de VVD-fractie een enquête gehouden onder de reizigers in Sassenheim, om te onderzoeken of mensen bekend zijn met het feit dat er tijdens het bouwen van het nieuwe parkeerdek tijdelijk niet bij station Sassenheim geparkeerd kan worden. Station Sassenheim is een drukbezocht station en de noodzaak om meer parkeergelegenheid te realiseren is breed gedragen. De VVD vindt het heel goed dat het college erin is geslaagd om dit te realiseren.  Uit de enquête bleek dat 72% van de mensen niet bekend was met het feit dat er nieuwe parkeerplekken gerealiseerd worden. Een aantal mensen geeft aan dat ze in gelegenheid zijn om alternatieve vervoersmiddelen te gebruiken, maar over algemene zin is dat niet het geval. Oplossingen die zijn genoemd zijn een shuttlebus en parkeren in naastgelegen parkeerplaatsen.  |Pakeergelegenheid station tijdens bouw parkeerdek|Raadsvragen
gemeente-teylingen-teylingen|[Doel: besluitvormend]  De ISD Bollenstreek voert al enkele jaren de handhaving uit op het gebied van de Participatiewet (PW), een deel van de Wet maatschappelijke ondersteuning (Wmo) en de Wet gemeentelijke schuldhulpverlening (Wgs). Binnen de PW is er een uitgewerkt stelsel van handhaving (concept hoogwaardig handhaven). Voor de Wmo en Wgs is handhaving veel minder uitgewerkt. Begin 2017 is er met de raadsleden van gedachten gewisseld over de wijze van handhaving en de sturing op handhaving door de raden. Voorgesteld wordt om de rol van handhaving nu verder vorm te geven. |10: Handhaving binnen de ISD Bollenstreek|Agendapunt
gemeente-teylingen-teylingen|[Doel: besluitvormend]  Het beleidsuitgangspunt van budget neutraal werken, dat wil zeggen dat het Rijksbudget (conform de integratie uitkering sociaal domein / onderdeel jeugd) het financiële kader vormt voor de Programmabegroting Jeugdhulp, heeft de afgelopen drie jaar geresulteerd in het achteraf moeten toevoegen van extra middelen aan de begroting om de jeugdhulp te kunnen bekostigen. Dit is niet zozeer te wijten aan de korting op het landelijk beschikbare budget voor jeugdhulp van 15%, dat bij het begin van de transitie door de rijksoverheid is opgelegd, doch vooral vanwege de extra 8% korting voor Holland Rijnland in verband met een herverdeling van het beschikbare budget over de regio’s in Nederland. Die uiteindelijke korting van 23% blijkt op dit moment een te groot en een te snelle afbouw te zijn van de beschikbare gelden; de resultaten van de ingezette transformatie – en daarmee ook het kunnen werken met het adagium rijksbudget = werkbudget – zijn pas op langere termijn te verwachten. Om die reden wordt nu voorgesteld om voor de periode 2018 – 2021 realistisch te begroten en de financiële middelen vooraf beschikbaar te stellen. Daarna zal de ingezette transformatie en/of een herziening van de landelijke herverdeelcriteria moeten hebben geleid tot het uitgangspunt rijksbudget = werkbudget.  |13: Begroting Jeugdhulp 2018|Agendapunt
gemeente-teylingen-teylingen|Op deze avond vergaderen de verschillende raadsfracties: VVD, CDA, D66, Trilokaal, PvdA en ChristenUnie.  Bij de fracties bent u welkom om zaken kenbaar te maken aan de raadsleden. Graag vooraf aanmelden bij de fractievoorzitter. De contactgegevens vindt u op www.raadteylingen.nl.|None: Fractievergadering raadsfracties|Agendapunt
gemeente-teylingen-teylingen|[Doel: Besluitvormend]     Naar aanleiding van het aangenomen initiatiefvoorstel DMT van de Raad, en het rapport “Haalbaarheidsonderzoek Duurzaamheid Maatschappij Teylingen” heeft de gemeente Teylingen uitgesproken positief te staan tegenover de oprichting van een DMT. Deze organisatie zal dienen als schakel tussen lokale (innovatieve) duurzame initiatieven aangedragen door inwoners, bedrijven en de gemeentelijke duurzaamheidsagenda én de daadwerkelijke uitvoering daarvan. Het rapport is in de Commissie Ruimte besproken en onderschreven. Naast de variant om een eigen DMT op te richten werd ook de aanbeveling uit het rapport om aan te sluiten bij een reeds bestaande entiteit, benoemd als mogelijke optie. Geconcludeerd werd dat de voor- en nadelen van beide opties nader uitgewerkt dienden te worden om de Gemeenteraad in staat te stellen een keuze te maken voor de voorkeursroute voor de realisatie van een DMT. De gemeenteraad wordt nu o.a. voorgesteld in te stemmen met het advies “Aansluiten bij een bestaande entiteit (Meermaker Haarlemmermeer)”.    Commissie Ruimte heeft geadviseerd dit als bespreekstuk te behandelen tijdens de raadsvergadering. CDA en VVD willen graag verder spreken over de invulling van de samenwerking en Trilokaal gaat een amendement indienen.   |15: RV Uitwerking vervolgopdracht Duurzaamheid Maatschappij Teylingen (DMT) en advies|Agendapunt
gemeente-teylingen-teylingen|"[Besluitvormend] In het raadsbesluit is aangegeven om   "" met betrekking tot het voornemen van het college om in te stemmen met de oprichting van de stichting Economic Board Duin- en Bollenstreek, conform de bijgevoegde concept-statuten, kenbaar te maken dat de raad geen wensen en bedenkingen uitspreekt"""|12: Voornemen Oprichting Stichting EADB (kenbaar maken om geen wensen en bedenkingen te uiten)|Agendapunt
gemeente-teylingen-teylingen|1. Afhandeling schriftelijke vragen Onder toezicht plaatsing De Vooruitgang   Van Trilokaal is het verzoek ontvangen om de beantwoording van de Schriftelijke vragen “Consequenties onder toezicht plaatsing Woonstichting De Vooruitgang” (zie bijlage)  te plaatsen op de agenda van de raadsvergadering van 1 februari a.s. De concept-agenda is verleden week door het presidium vastgesteld.  Om dit onderwerp te kunnen bespreken kan de gemeenteraad bij agendapunt 2 “Vaststellen agenda” dit punt aan de agenda toevoegen. Trilokaal wil dit bespreken, omdat zij de beantwoording van de schriftelijke vragen te summier en nietszeggend vinden op de drie onderdelen die voor Trilokaal belangrijk zijn.     2. Over dit onderwerp is van de PvdA een motie ontvangen  over Inzicht in de Vooruitgang    Verder zijn de onderstaande drie moties ontvangen die in deze raad worden ingediend en vervolgens geagendeerd in de desbetreffende vakcommissie.   3. De ChristenUnie kondigt een motie aan over Historische runderrassen. De procedure is dat deze eerste besproken wordt in de commissie BFT (agrarische zaken) alvorens in de raad behandeld te worden. D66 verzoekt om de motie te bespreken in de cie Ruimte vanwege de connectie met de Erfgoedverordening.  4. De VVD kondigt een motie aan over de regiotaxi. De procedure is dat deze eerste besproken wordt in de commissie Welzijn alvorens in de raad behandeld te worden.  5. Motie D66 en VVD Vervolgonderzoek verkeerssituatie spoorwegovergang in Voorhout. De procedure is dat deze eerste besproken wordt in de commissie Ruimte  alvorens in de raad behandeld te worden.      |3: Vaststellen agenda|Agendapunt
gemeente-teylingen-teylingen|Brenda Filippo spreekt namens Platform Hondenvrienden in over de voortzetting van het positieve hondenbeleid in relatie tot de ontwikkeling in de Kagerzoom|6: Spreekrecht inwoners (max. 30 minuten)|Agendapunt
gemeente-teylingen-teylingen|[Doel: besluitvormend]    De gemeente heeft de afgelopen periode kosten gemaakt voor historisch vooronder-zoek en detectieonderzoek in het veld, naar niet gesprongen conventionele explosie-ven (NGCE) uit de Tweede Wereldoorlog. Via de zogeheten ‘bommenregeling’ van het Rijk kunnen gemeenten een suppletie-uitkering aanvragen bij het Rijk voor 70% van de gemaakte explosievenopsporingskosten (excl. btw). Hiervoor is het nodig dat de gemeenteraad de gemaakte kosten voor het onderzoek vaststelt.|11: RV Vaststelling onderzoekskosten niet gesprongen conventionele explosieven Noordelijke Randweg Voorhout|Agendapunt
gemeente-teylingen-teylingen|In het Leidsch Dagblad van 22 februari jl. staat dat de nieuwe eigenaar van Villa Rusthoff  voornemens is het pand te slopen en een appartementencomplex ervoor in de plaats te  zetten. Wij hebben hierover de volgende vragen aan het College van B&W.|Krantenbericht Het doek valt voor Sassenheimse villa|Raadsvragen
gemeente-teylingen-teylingen|Schriftelijke vragen van de CDA-fractie Teylingen over fietsendiefstallen bij het station Sassenheim en de opsporing door de politie.  |Fietsendiefstallen bij het station Sassenheim (CDA)|Raadsvragen
gemeente-teylingen-teylingen|[Doel: besluitvormend]    De gemeente heeft de afgelopen periode kosten gemaakt voor historisch vooronder-zoek en detectieonderzoek in het veld, naar niet gesprongen conventionele explosie-ven (NGCE) uit de Tweede Wereldoorlog. Via de zogeheten ‘bommenregeling’ van het Rijk kunnen gemeenten een suppletie-uitkering aanvragen bij het Rijk voor 70% van de gemaakte explosievenopsporingskosten (excl. btw). Hiervoor is het nodig dat de gemeenteraad de gemaakte kosten voor het onderzoek vaststelt.|11: RV Vaststelling onderzoekskosten niet gesprongen conventionele explosieven Noordelijke Randweg Voorhout|Agendapunt
gemeente-teylingen-teylingen|In het Leidsch Dagblad van 22 februari jl. staat dat de nieuwe eigenaar van Villa Rusthoff  voornemens is het pand te slopen en een appartementencomplex ervoor in de plaats te  zetten. Wij hebben hierover de volgende vragen aan het College van B&W.|Krantenbericht Het doek valt voor Sassenheimse villa|Raadsvragen
gemeente-teylingen-teylingen|Schriftelijke vragen van de CDA-fractie Teylingen over fietsendiefstallen bij het station Sassenheim en de opsporing door de politie.  |Fietsendiefstallen bij het station Sassenheim (CDA)|Raadsvragen
gemeente-teylingen-teylingen|De PvdA Teylingen heeft kennis genomen van het feit dat het college ‘De  Raadbouwontwikkeling’ een bouwvergunning heeft verstrekt voor bouw van winkels en  een appartementencomplex aan de Herenstraat in Voorhout, terwijl dit bouwproject niet  aan de gestelde parkeernorm voldoet. De PvdA Teylingen is vervolgens in gesprek  gegaan met Voorhouters die reeds in de nabije omgeving van dit te bouwen complex  wonen.|Bouwvergunning Herenstraat Voorhout|Raadsvragen
gemeente-teylingen-teylingen|Inhoud schriftelijke vraag   In het Leidsch Dagblad van 7 januari wordt door de Nederlandse Vereniging van   Journalisten gewag gedaan van het verdwijnen van journalistieke capaciteit in de regio.      We lezen onder andere:   “Het verlies van opnieuw een kwart van de journalisten van de regionale krantentitels in Noord-Holland en de regio Leiden is voor ons onaanvaardbaar”.      Een belangrijk onderdeel van het journalistieke werk is de controle op de democratie. Deze wordt in onze regio en in Teylingen in belangrijke mate uitgevoerd door de regionale redactie van het Leidsch Dagblad. Daarnaast willen wij als politiek ook graag dat onze meningen, ideeën en standpunten in de regionale pers terechtkomen en bespreekbaar zijn met journalisten in de regio. Journalisten die de regio kennen en op de hoogte zijn van regionale ontwikkelingen zodat zij de gebeurtenissen in Teylingen in het juiste perspectief kunnen plaatsen.   |Verdwijnen journalistieke capaciteit|Raadsvragen
