gemeente|data|titel|klasse 
58c16a1bbb59056809b91909|Agendapunt 20 wordt van de agenda gehaald. De agendacommissie zal met een behandelvoorstel voor dit punt komen.<br>Agendapunt 22 Motie vreemd aan de orde van de dag inzake Samenwerking BOA's wordt toegevoegd.<br>De agenda wordt aldus vastgesteld.|03: Vaststelling agenda|Agendapunt
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststellen agenda   0.3.  Vaststellen lijst conclusies en afspraken vorige vergadering   0.4.  Vaststellen lijst bestuurlijke toezeggingen en actuele moties   1.  Vaststelling lijst categorieën waarvoor geen verklaring van geen bedenkingen -VVGB-  is vereist   2.  Aangehouden motie Windmolenpark Den Tol   0.5.  Externe vertegenwoordigingenen actuele portefeuillezaken   0.6.  Overige onderwerpen ter bespreking   0.7.  Rondvraag   0.8.  Sluiting  |Verslag Raadscommissie Fysieke Leefomgeving (FL) 19 april 2017 20:00:00|Verslag
58c16744bb59056809b918fb|In beginsel wordt dit raadsvoorstel alleen besproken indien zich insprekers melden of wanneer de commissie deze voorstellen ter bespreking aanmeldt bij de voorzitter en/of secretaris. |5: Gewijzigd vaststellen bestemmingsplan Glanerbrug-Noord |Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.  • Opzet vergaderingen regionale raadscommissie Noordkop.  • Bestuurlijke ontmoeting Noordkop-gemeenten: gemeente Hollands Kroon neemt initiatief, datum en programma volgt.  • Verdeling budgetten Raadsacademie: verzoek om wijzigingen door te geven voor 1 februari.  • Collectief (raads)lidmaatschap Raadslid.nu.  •Indienen eindverantwoordingen fractievergoedingen 2015: voor 1 maart 2016. 2.  Bijzonderheden voor februari/maart.  • Bijeenkomst Veiligheid voor de gemeenten Den Helder, Schagen en Texel: 18 februari (17.30 inloop, locatie volgt); • Bijeenkomst raden met de provincie over Natura2000: 23 februari (19.30 uur, gemeentehuis Schagen; betreft alleen de gemeenten Den Helder en Schagen, officiële uitnodiging volgt); • Informatieavond plan Kernreactor Pettemerduinen: 22 februari (19.30 uur, Igesz Schagen); • Thema avond (strand)toerisme voor ondernemers van Den Helder en omstreken: 23 februari (19.00 uur in De Kampanje); • Voorjaarsreces: 29 februari t/m 4 maart 2016; • Regionale raadscommissie Noordkop: eerste vergadering op 10 maart 2016 (Den Helder). 3.  Evaluatie Informatiebijeenkomsten en vergaderingen.  Uw presidium wordt voorgesteld: 1. kennis te nemen van de aandachtspunten en 2. eventuele verbeteringen toe te voegen.  b. Evaluatie voorgaande raadsvergaderingen De vergaderingen van 7 december 2015 en 25 januari 2016 worden (kort) geëvalueerd. 4.  Voorbereidingstraject Kadernota 2017-2020.  Het presidium wordt verzocht een uitspraak te doen over de gewenste rol van de raad bij de voorbereiding van de Kadernota 2017-2020 en de begroting 2017. 5.  Vaststellen bestuurlijke termijnkalender.  Het presidium wordt voorgesteld:  1. aan te geven welke concrete onderwerpen u, in aanvulling op de bestuurlijke termijnplanning,  in de planning opgenomen wilt zien en/of in meerdere fases (beeldvormend, oordeelsvormend) wenst te behandelen;  2. de bestuurlijke planning van 4 februari 2016 vast te stellen. 6.  Veteranendag.  Het presidium wordt voorgesteld:  1. kennis te nemen van de overgelegde verantwoording; 2. een oriënterende discussie te voeren over de Veteranendag 2016. 7.  Concept-Jaarplan raadsgriffie 2016.  Het presidium wordt voorgesteld het concept-Jaarplan raadsgriffie 2016 vast te stellen. 8.  Wijzigingen in de Gemeentewet.  Het presidium wordt voorgesteld: 1. kennis te nemen van de memo;  2. deze te verspreiden onder de raadsleden. 9.  Vaststelling besluitenlijst Presidium van 7 december 2015.   10.  Rondvraag.  |Verslag 4. Voorbereidingstraject Kadernota 2017-2020.|Verslag
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststellen agenda   0.3.  Vaststellen lijst conclusies en afspraken vorige vergadering   0.4.  Lijst bestuurlijke toezeggingen en actuele moties   1.  Vaststelling bestemmingsplan en MER Windpark Den Tol 2016   0.5.  Externe vertegenwoordigingen en actuele portefeuillezaken   0.6.  Overige onderwerpen ter bespreking   0.7.  Rondvraag   0.8.  Sluiting  |Verslag 0.1. Opening en mededelingen|Verslag
commissie-samenleving|Hiervan wordt geen gebruikgemaakt.|2: Spreekrecht art. 15 RvO (reservering)|Agendapunt
commissie-samenleving|Orienterend<br>Wethouder Zwagerman beantwoordt vragen vanuit de commissie als volgt:<br>1. Als dit bedrag beschikbaar wordt gesteld wordt een beschikking opgesteld met daarin richtinggevende taakstellingen, die inspanningsverplichtingen met zich meebrengen. <br>2. De subsidiebijdrage wordt niet gestopt als niet aan alle voorwaarden wordt voldaan. <br>3. Tweemaal per jaar wordt geevalueerd (naast  tussentijds overleg).  <br>4. Als blijkt dat het voor het genoemde bedrag niet lukt dan wordt met een nieuw voorstel naar de raad gekomen.<br>5. Het Bakkerijmuseumis van belang voor toerisme en recreatie in de gemeente. <br>6. De gemeente heeft vraagtekens gezet bij het eerste ambitieuse plan.<br>7. Medewerking wordt verleend aan het Bakkerijmuseum, maar afspraken zijn nodig om op te kunnen sturen (beleidsplan en geld).<br>8. Gewerkt wordt aan het Masterplan om Medemblik op de kaart te zetten. Daar past het Bakkerijmuseum in.<br>9. Het klopt dat in de aangenomen motie van CU inzake toeristenbelasting staat dat dit geld geoormerkt zal worden voor recreatieve doeleinden.<br>10. Wellicht moet er extra ruimte komen voor het Bakkerijmuseum. Het voormalige stadhuis van Medemblik is onderdeel van planontwikkeling, waardoor niet duidelijk is of hierin extra ruimte kan worden gevonden voor het Bakkerijmuseum.<br>11. De raad zal betrokken blijven worden bij het proces.<br>12. Met het Bakkerijmuseum en het toeristisch platform zal besproken worden hoe het achterland van Medemblik betrokken kan worden. Educatie hoort daar bij.<br>13. Het Bakkerijmusem heeft niet de intentie om weg te gaan, maar de gemeente kan dit niet tegengaan als dit vanuit ondernemersoogpunt wel gebeurt.<br>14. Subsidieplafonds worden vastgesteld door de raad. Als het daarbinnen niet lukt, komt de wethouder terug naar de raad. De evaluatieresultaten zullen niet teruggekoppeld worden aan de raad, tenzij er iets aan de hand is. <br><br>Meningvormend<br>VVD: vindt het een prima plan en is blij dat het Bakkerijmuseum denkt de professionaliseringsslag te kunnen maken voor dit bedrag. De raad zou de  beslissingsbevoegdheid moet hebben als het gaat om de vraag of de subsidie al dan niet voortgezet moet worden.<br>D66: sluit zich aan bij de opmerkingen van de VVD. Er wordt vanuit gegaan dat de subsidie niet onmiddellijk wordt ingetrokken als aan een van de voorwaarden niet voldaan kan worden.<br>PW2010: vindt € 100.000 een forse bijdrage. Administratieve tijd kan niet gestopt worden in organisatie van activiteiten. Dat kan een spanningsveld geven.<br>PvdA: kan zich in de argumentatie van het college vinden, mits het niet betekent dat de subsidie ingetrokken wordt als bijv. de 50.000 bezoekers niet worden gehaald.<br>CDA: vindt het Bakkerijmuseum essentieel als trekpleister voor Medemblik. De vraag is of het goed is dat zij worden opgezadeld met de rapportageplicht. <br>CU: vindt dat de verhoging van het subsidieplafond bekostigd kan worden uit de hogere inkomsten vanuit de toeristenbelasting (aangenome|6: Subsidie Stichting Bakkerijmuseum 'De Oude Bakkerij'|Agendapunt
stedelijke-commissie|Met het afgeven van een verklaring van geen bezwaar voor Het Meerik en De Werkplaats krijgen deze scholen een officiële erkenning van het Rijk. Het betreft slechts een formaliteit, een bevestiging van de bestaande situatie. Met het afgeven van een verklaring van geen bezwaar voor de school Onder de Kap Enschede kunnen moeilijk lerende Enschedese kinderen in de leeftijd 4- 13 jaar voortaan thuisnabij onderwijs krijgen in het gebouw van De Huifkar aan de Keppelerdijk. De huidige circa 40 leerlingen hoeven niet langer naar Hengelo te reizen voor het onderwijs. Het verplaatsen van de Onder de Kap leerlingen van Hengelo naar Enschede levert de gemeente een besparing op het leerlingenvervoer op.|99.1: Nevenvestigingen Attendiz|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening.   2.  Spreekrecht burgers.   3.  Vragenkwartier.   4.  Bepalen stemvolgorde.   5.  Vaststelling agenda.   6.  Afscheid wethouder B.O.B. Haitsma.  Het ontslag van wethouder Haitsma is op 4 oktober 2017 ingegaan. Thans neemt hij afscheid van de raad. 7.  Voorstel tot het vaststellen van de Nota Strategisch Vergunningenbeleid 2017-2018.  Door de raad is in juni 2015 de Nota Strategisch Handhavingsbeleid 2015-2018 vastgesteld. Door een wetswijziging dient de raad ook voor het verlenen van vergunningen een strategisch beleidskader vast te stellen. Dit kader richt zich op de kwaliteiten waaraan onze vergunningenprocessen moeten voldoen, zowel op het juridisch als op het procedureel vlak. 8.  Voorstel met betrekking tot het meerjaren uitvoeringsplan verduurzaming gemeentelijk vastgoed.  De gemeente Den Helder streeft ernaar de gemeentelijke vastgoedportefeuille in 2040 in gemiddelde zin volledig energieneutraal te krijgen. Daarnaast is ten doel gesteld om het energieverbruik terug te dringen en de energielabels van het gemeentelijk vastgoed te verbeteren. De raad wordt gevraagd een investeringskrediet van € 149.556,- beschikbaar te stellen en de jaarlijkse dotatie aan de onderhoudsvoorziening te verhogen en de dekking te vinden in de voordelen voortkomend uit de duurzaamheidsmaatregelen. 9.  Voorstel tot het aanvragen van een suppletie-uitkering 'Bommenregeling' 2018 voor NGE kaart, Vinkenterrein en project Noorderhaaks.  Bij verscheidene projecten worden door de gemeente Den Helder kosten gemaakt betreffende het opsporen van niet-gesprongen explosieven (NGE). De gemeente Den Helder heeft hiervoor een NGE-kaart laten opstellen voor de gehele gemeente in plaats van losse onderzoeken uit te voeren per projectlocatie. Daarnaast zijn bij de sanering van het Vinkenterrein en het project Noorderhaaks extra kosten gemaakt voor het opsporen van NGE. Gemeenten kunnen in geval van NGE gerelateerde kosten een bijdrage van 70% in de kosten ontvangen door het indienen van een raadsbesluit bij het ministerie van Binnenlandse Zaken en Koninkrijkrelaties vóór 1 maart. 10.  Voorstel tot het vaststellen van de wijziging Verordening Voorzieningen Huisvesting Onderwijs.  Sinds de invoering van de decentralisatie van de onderwijshuisvesting in 1997 wordt elke twee tot drie jaar door de VNG een voorstel gedaan om de Modelverordening Voorzieningen Huisvesting Onderwijs te wijzigen. De verordening is een verplichting op grond van de Wet op het primair onderwijs, waarbinnen de verantwoordelijkheden voor onderwijshuisvesting tussen gemeente en onderwijs zijn vastgelegd. De modelverordening van de VNG is de basis voor de Helderse verordening, hier en daar aangepast aan de lokale situatie. 11.  Voorstel tot het vaststellen van de 'Verordening Jeugdhulp Den Helder 2018'.  De Jeugdwet schrijft voor dat de gemeenteraad in een verordening regels vaststelt die noodzakelijk zijn voor de uitvoering van deze wet. De Verordening Jeugdhulp Den Helder 2017 is voor de duur van een jaar vastgesteld. Geconstateerd is dat de verordening niet geheel voldoet. Het is daarom noodzakelijk deze op onderdelen aan te passen. 12.  Voorstel tot het vaststellen van de 'Verordening maatschappelijke ondersteuning Den Helder 2018'.  De Wet maatschappelijke ondersteuning 2015 (Wmo) schrijft voor dat de gemeente in een verordening regels vaststelt die noodzakelijk zijn voor de uitvoering van deze wet. Geconstateerd is dat de Verordening maatschappelijke ondersteuning Den Helder 2017 niet geheel voldoet, zodat het noodzakelijk is om deze op enkele onderdelen aan te passen. Zo is er een Algemene Maatregel van Bestuur (AMvB) afgekondigd die bepaalt dat de gemeenteraad in haar verordening vastlegt dat bij de inkoop van Wmo voorzieningen een reële kostprijs wordt gehanteerd. 13.  Voorstel tot vaststelling van de Verordening op de heffing en invordering onroerende zaak belastingen 2018.  De opbrengst van de onroerende zaak belastingen voor 2018 is door de raad vastgesteld bij de begrotingsbehandeling voor 2018. Gevolg hiervan is dat de tarieven die voorkomen in deze belastingverordening moeten worden gewijzigd om deze geraamde inkomsten te realiseren. Hiervoor moet de verordening op de heffing en invordering van onroerende zaak belastingen 2018 worden vastgesteld. 14.  Voorstel met betrekking tot de tweede tussenrapportage 2017.  In de loop van het jaar ontstaan afwijkingen ten opzichte van de vastgestelde begroting. Met de tussenrapportage 2017 wordt hierin inzicht gegeven. De rapportage heeft een nadelig effect van € 240.000,-. Samen met het negatieve resultaat vanuit de eerste tussenrapportage is het verwachte tekort € 4.856.000,-. Bij de jaarrekening wordt het uiteindelijke resultaat bepaald. De raad wordt voorgesteld kennis te nemen van de tussenrapportage en de hieruit voortvloeiende begrotingswijziging vast te stellen. 15.  Voorstel tot het vaststellen van de deelsubsidieverordening Topsportregeling.  Op 22 mei 2017 heeft de gemeenteraad de nota 'Meedoen! Tegen armoede en sociaal isolement. Armoedenota gemeente Den Helder 2017 – 2021' vastgesteld. In de nota is als besluitpunt opgenomen, dat het college aan de raad een voorstel voorlegt voor een topsportfonds om zowel jeugdige als volwassen topsporters te ondersteunen die over onvoldoende financiële middelen beschikken om hun sport op (inter)nationaal niveau te kunnen uitoefenen. De nu voorliggende verordening is een uitwerking van dit besluitpunt. 16.  Voorstel over het rapport ‘De Verplaatsing van Theater de Kampanje’ van de Rekenkamercommissie Den Helder.  De Rekenkamercommissie Den Helder heeft de afgelopen maanden onderzoek uitgevoerd naar de verplaatsing van Theater De Kampanje naar Willemsoord. De Rekenkamercommissie Den Helder doet in haar rapport een aantal aanbevelingen aan de gemeenteraad met het voorstel deze over te nemen. 17.  Voorstel met betrekking tot de exploitatie van Theater De Kampanje.  Met de jaarstukken van 2016 werd duidelijk dat de bedrijfsvoering van Theater De Kampanje moet worden aangepast. Er is meer personele inzet nodig en de exploitatie kost meer dan van tevoren was ingeschat. Ook moeten de aanloopkosten volgend uit de verhuizing worden gedekt. Het college van burgemeester en wethouders wil een bijdrage aan De Kampanje doen van € 300.000,- voor compensatie van het verwachte tekort over 2017 en de subsidiebijdrage voor 2018 en 2019 verhogen met een bedrag van € 300.000,-. 18.  Motie over jaarlijkse vrijwilligersmanifestatie.  De fractie van D66 dient een motie in waarmee het college van burgemeester en wethouders wordt opgedragen in samenspraak met de vrijwilligersorganisaties te komen met een voorstel voor een jaarlijks feestelijke vrijwilligersmanifestatie op de nationale vrijwilligersdag, jaarlijks op of nabij 7 december. 19.  Motie met betrekking tot terughoudendheid handhaving regels schenken drankje door winkeliers in december 2017 en begin januari 2018.  De fracties van D66, de Stadspartij Den Helder, de PvdA en het CDA dienen een motie in waarmee het college van burgemeester en wethouders onder meer wordt opgedragen de komende koopavonden en bijzondere gelegenheden in december 2017 en begin januari 2018 (bijv. nieuwjaarsrecepties) terughoudend te zijn met het stringent handhaven van de geldende 	regels en het klantvriendelijk aanbieden van een drankje te gedogen. 20.  Voorstel tot het verlenen van ontheffing van het ingezetenschap voor de heer O.R. Wagner.  Op 7 november 2016 is door de gemeenteraad aan wethouder O.R. Wagner voor één jaar ontheffing verleend van het vereiste van ingezetenschap van de gemeente Den Helder. Deze ontheffing eindigde op 6 november 2017. Per abuis is de gemeenteraad niet tijdig een besluit voorgelegd voor een nieuwe ontheffing. Dit gebeurt thans alsnog. 21.  Sluiting.  |Verslag 19. Motie met betrekking tot terughoudendheid handhaving regels schenken drankje door winkeliers in december 2017 en begin januari 2018.|Verslag
stedelijke-commissie|In het raadsvoorstel detailhandelsstructuurvisie 2011 dat op 23 januari 2012 in uw Raad is vastgesteld, ontbrak abusievelijk een verwijzing naar de digitale versie van de detailhandelsstructuurvisie. Daarnaast is het correcte jaartal in het raadsbesluit opgenomen.|99.3: Technische aanpassing raadsbesluit Detailhandelstructuurvisie |Agendapunt
stadsdeelcommissie-oost|Bernadette ter Huurne (projectmanager) gaat in op de gevolgen van de Stedelijke Koers zoals deze door de raad is vastgesteld voor het stadsdeel Oost. Specifieke aandacht is er voor de Eschmarke.  |"6: Presentatie: Vertaling van Stedelijke Koers naar stadsdeel Oost
"|Agendapunt
58c16a1bbb59056809b91909|Het volgende amendement wordt ingediend:<br>4. Wijzigingsbevoegdheid (bijlage 4)<br>De volgende motie wordt ingediend:<br>5. Ondersteuning bewoners (bijlage 5)<br><br>Het amendement wordt aangehouden, omdat de stemmen staken met de stemmen van PW2010 (1), CU (1),PvdA (3), GB (3), D66 (1), PWF/GL (2), OWP (1), AB (1) voor en die van VVD (8) en CDA (5, in verband met tijdelijke afwezigheid van een raadslid) tegen. (13 voor en 13 tegen).<br><br>Het voorstel wordt aangehouden naar aanleiding van het aanhouden van het amendement.|"15: Bestemmingsplan ""Exploratieboring Lambertschaag"" (IVR-12-01023)<br>- i.v.m. staken van de stemmen opnieuw geagendeerd - "|Agendapunt
gemeente-utrecht-utrecht-ut|Cie S&R: Bestemmingsplan Castellum Hoge Woerd (verzonden 18042016)|Cie S&R: Bestemmingsplan Castellum Hoge Woerd (verzonden 18042016)|Commissiebrieven S&R
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Beantwoording vragen uit eerste termijn Algemene Beschouwingen door portefeillehouders   0.3.  Verhelderings- en vervolgvragen door de commissieleden   0.4.  Debat met aankondiging en bespreking eventuele moties en amendementen   1.  Tweede bestuursrapportage 2017   2.  Gemeentebegroting 2017   0.5.  Eventuele rondvraag   0.6.  Sluiting  |Verslag 1. Tweede bestuursrapportage 2017|Verslag
commissie-mens-en-samenleving|In de resultaatsbestemming wordt voorgesteld hoe het resultaat over 2015 wordt verwerkt. Met de Jaarstukken legt het college verantwoording af aan de gemeenteraad over het gevoerde beleid.|4: Resultaatbestemming 2015 (VJN)|Agendapunt
commissie-stad-en-ruimte|Met de Jaarstukken legt het college verantwoording af aan de gemeenteraad over het gevoerde beleid. Het college laat zien wat er in 2015 bereikt is, wat daarvoor gedaan is en wat dat heeft gekost. De Jaarstukken 2015 bestaan uit het jaarverslag en de jaarrekening. |3: Jaarstukken (VJN)|Agendapunt
commissie-stad-en-ruimte|In dit document staan alle projecten van het programma Bereikbaarheid. Het MPB wordt jaarlijks opgesteld en geeft een overzicht van de voortgang en de financiële stand van zaken van de uitvoering van dit programma. De projecten uit het programma Bereikbaarheid dragen bij aan de doelen van de ruimtelijke strategie. Gezonde verstedelijking is daarbij het centrale thema: gezondheid, bewegen, welbevinden, perspectief op wonen, werk en opleiding, duurzaamheid.|7: Meerjaren Perspectief Bereikbaarheid 2016 (VJN)|Agendapunt
58c16a1bbb59056809b91909|De volgende amendementen worden ingediend:<br>6. Punten A, B, C en D (bijlage 6)<br>7. Punten A, B, C en D (bijlage 7)<br>8. Punt A (bijlage 8)<br>9. Uitruil (bijlage 9)<br>De volgende moties worden ingediend:<br>10. Overleg woningbouwvereniging (bijlage 10)<br>11. Twee keer vijf jaar termijn (bijlage 11)<br><br>Amendement 6<br>Stemverklaring<br>Dhr. Diergaarde stemt tegen, omdat de schorsing die hij heeft aangevraagd is geweigerd, waardoor hij niet heeft kunnen overleggen.<br>Het amendement wordt aangenomen met de stemmen van CU (1), D66 (1), OWP (1), VVD (8), CDA (6) voor en de stemmen van PW2010 (1), PvdA (3), GB (3), PWF/GL (2) en AB (1) tegen. 17 voor en 10 tegen.<br><br>Amendement 7<br>Stemverklaring<br>Dhr. Diergaarde stemt tegen, omdat de schorsing die hij heeft aangevraagd is geweigerd, waardoor hij niet heeft kunnen overleggen.<br>Het amendement wordt verworpen met de stemmen van PW2010 (1), PWF/GL (2) voor en CU (1), PvdA (3), GB (3), D66 (1), OWP (1), AB (1), VVD (8) en CDA (6) tegen. (3 voor en 24 tegen).<br><br>Amendement 8<br>Stemverklaring<br>Dhr. Diergaarde stemt tegen, omdat de schorsing die hij heeft aangevraagd is geweigerd, waardoor hij niet heeft kunnen overleggen.<br>Het amendement wordt verworpen met de stemmen van PW2010 (1) voor en CU (1), PvdA (3), GB (3), D66 (1), PWF/GL (2), OWP (1), AB (1), VVD (8) en CDA (6) tegen. (1 voor en 26 tegen).<br><br>Amendement 9 (met wijziging in de tekst)<br>Stemverklaring<br>Dhr. Diergaarde stemt tegen, omdat de schorsing die hij heeft aangevraagd is geweigerd, waardoor hij niet heeft kunnen overleggen.<br>Het gewijzigde amendement wordt aangenomen met de stemmen van GB (3), OWP (1), AB (1), VVD (8), CDA (6) voor en PW2010 (1), CU (1), PvdA (3), D66 (1) en PWF/GL (2) tegen. (19 voor en 8 tegen).<br><br>Geamendeerd voorstel<br>Stemverklaring<br>Dhr. Diergaarde stemt tegen, omdat de schorsing die hij heeft aangevraagd is geweigerd, waardoor hij niet heeft kunnen overleggen.<br>De raad besluit conform het geamendeerde voorstel met de stemmen van de heren De Jong (1), Burger (1), D66 (1), OWP (1), AB (1), VVD (8), CDA (6), CU (1) voor en PW2010 (1), de heer Diergaarde (1), GB (3) en PWF/GL (2) tegen. (20 voor en 7 tegen).<br><br>Motie 10 wordt verworpen met de stemmen van PW2010 (1), CU (1), GB (3), PWF/GL (2) voor en PvdA (3), D66 (1), OWP (1), AB (1), VVD (8) en CDA (6) tegen. (7 voor en 20 tegen).<br><br>Motie 11 wordt aangenomen met de stemmen van CU (1), de heren Diergaarde (1) en De Jong (1), GB (3), D66 (1), OWP (1), AB (1), VVD (8), CDA (6) voor en PW2010 (1), de heer Burger (1), PWF/GL (2) tegen. (23 voor en 4 tegen).<br>|17: Verruiming beleid arbeidsmigranten (IVR-12-00930)<br>- advies commissie: bespreekstuk - |Agendapunt
gemeente-utrecht-utrecht-ut|Esch, E.M. van (Eva) (Partij voor de Dieren)|SV 2016, nr 67 inzake bomenkap en groencompensatie Walter Kollolaan (met antwoord)|Schriftelijke vragen
gemeente-utrecht-utrecht-ut|Tielen, J.Z.C.M. (Judith) (VVD)|SV 2016, nr. 40 over Voldoende keuzevrijheid voor ouderen in Utrecht? (met antwoord)|Schriftelijke vragen
gemeente-den-helder-den-helder-nh|Het college van burgemeester en wethouders rapporteert twee keer per jaar over Zeestad om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken.|8. Rapportage Zeestad eerste halfjaar 2016.|Agendapunt
commissie-bestuur-en-middelen|Hiervan wordt geen gebruik gemaakt.|04: Spreekrecht art. 15 RvO (reservering)|Agendapunt
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststellen agenda   0.3.  Installatie nieuwe fractieassistenten   2.  Oprichting Stichting Veilig thuis Noord Oost Gelderland   3.  Jaarrekening 2015 en begroting 2017 Regio Achterhoek en Achterhoek 2020   4.  Begroting 2017 en jaarrekening 2015 Veiligheidsregio Noord Oost Gelderland (VNOG)   5.  Begroting 2017 en jaarrekening 2015 Omgevingsdienst Achterhoek (ODA)   6.  Begroting 2017 en jaarrekening 2015 Erfgoedcentrum Achterhoek Liemers (ECAL)   7.  Actieplan huisvesting en integratie statushouders   9.  Wijziging Gemeenschappelijke Regeling GGD Noord Oost Gelderland   10.  Jaarrekening 2015 en begroting 2017 GGD Noord Oost Gelderland   11.  Jaarrekening 2015 - begroting 2016 en begroting 2017 Laborijn   14.  Kortlopende lening voor Stichting Westendorphuus   15A.  Actieve informatie  Zie knop 'Documenten' en vervolgens 'Ingekomen stukken' en selecteer 'Behandelvergadering' '2016-06-30' 15B.  Externe vertegenwoordigingen  Zie knop 'Documenten' en vervolgens 'Ingekomen stukken' en selecteer 'Behandelvergadering' '2016-06-30' 15C.  Ingekomen stukken  Zie knop 'Documenten' en vervolgens 'Ingekomen stukken' en selecteer 'Behandelvergadering' '2016-06-30' 15D.  Vaststellen besluitenlijsten   15E.  Vragenhalfuur   0.4.  Insprekers bij Huishoudelijke hulp en keukentafelgesprekken   0.4.1.  Inspreker 1: Andre Frijters   0.4.2..  Inspreker 2: Desiree Egberts   0.4.3..  Inspreker 3: Riemke de Boer   0.4.4..  Inspreker 4: Annemieke Renting   0.5.  Huishoudelijke hulp en keukentafelgesprekken  Dit agendapunt is als aanvullende agenda toegevoegd n.a.v. een verzoek van de fracties van PvdA en SP. 0.6.  Sluiting  |Verslag 4. Begroting 2017 en jaarrekening 2015 Veiligheidsregio Noord Oost Gelderland (VNOG)|Verslag
58c16a1bbb59056809b91909|Stemverklaring:<br>Dhr. Huijsen merkt op dat OWP de geformuleerde adviezen onderschrijven, maar heeft moeite met de situatie dat het nog steeds niet lukt deze stukken tijdig in de commissie en raad te brengen. Misschien lukt het wel als het nieuwe vergaderstelsel van kracht wordt. Misschien kunnen B&W en griffie hier nog eens naar kijken.<br><br>De raad besluit conform het voorstel (unaniem).|9: Jaarrekeningen 2010 en begrotingen 2012 diverse Gemeenschappelijke regelingen (IVR-11-00309)|Agendapunt
gemeente-oude-ijsselstreek-oude-ijsselstreek-gld|0.1.  Opening en mededelingen   0.2.  Vaststellen agenda   0.3.  Actieplan huisvesting en integratie statushouders - doorgeschoven agendapunt raad 30-6-2016   0.4.  Moties vreemd aan de orde van de dag   13.  1e Bestuursrapportage 2016 (berap) - Jaarstukken 2015 (incl. of excl. accountantsverklaring) - Voorjaarsnota 2017   15A.  Actieve informatie   15B.  Externe vertegenwoordigingen   15C.  Ingekomen stukken   15D.  Vaststellen besluitenlijsten   15E.  Vragenhalfuur   0.5.  Het sluiten van de deuren  Iedereen op de publieke tribune en de pers, met uitzondering van beëdigde fractieassistenten, worden verzocht de raadszaal te verlaten. 0.6.  Besluit in geheimhouding te vergaderen   0.7.  Raadsvoorstel met betrekking tot de griffieformatie  Dit voorstel ligt voor raadsleden ter inzage bij de griffie. 0.8.  Vaststellen besluitenlijst besloten vergadering 28 januari 2016  Dit geheime stuk ligt voor raadsleden ter inzage op de griffie. 0.9.  Sluiting   SdV.  Toespraak Steven de Vreeze   K.O..  Koninklijke Onderscheidingen  |Verslag 0.9. Sluiting|Verslag
gemeente-overbetuwe-overbetuwe-gld|Voor 'adoptieonderwerpen' zie bijgevoegde agenda. |6: Verdere invulling wie welk onderwerp adopteert en stand van zaken quick wins|Agendapunt
58c16a1bbb59056809b91909|Op de vragen over de Nieuwstraat (PvdA) is schriftelijk antwoord gegeven. Naar aanleiding daarvan vraagt dhr. Raat waarom in het antwoord niet gerefereerd wordt aan het feit dat het plan ook is voorgelegd aan de oudheidkundige vereniging.<br>Wethouder Gutter antwoordt dat in formele zin geen plan is voorgelegd. De architect heeft het idee ontworpen, neergelegd en informeel uitgelegd. De architect heeft dit op vrijwillige basis gedaan.<br>De oudheidkundige vereniging zocht naar ruimte en is de gelegenheid geboden die ruimte in het voormalige gemeentehuis van Medemblik te betrekken. <br>Dhr. De Jong geeft aan dat de PvdA de vraag met name heeft gesteld om een signaal af te geven, zodat niets gemist wordt.<br>Wethouder Gutter begrijpt dat en geeft aan dat het college bezig is met proactief beleid. <br>Dhr. De Jong geeft aan dat het dan wel vreemd is dat de raadsleden niet op de hoogte zijn gesteld.<br><br>Vragen D66 en VVD inzake groenbeheer.<br>Dhr. Tigges geeft aan bezorgd te zijn over het groenbeheer in de gemeente. Welke actie wordt genomen om dit te verbeteren?<br>Wethouder Gutter kan het probleem oplossen als er 7 of 8 fte meer ingezet mag worden. Ook voor het college is het onderhoud een punt van zorg. Er wordt hard aan gewerkt dit te verbeteren met de beschikbare middelen en mensen. Gewerkt wordt aan groenstructuurplan en jaarplanning. Op/maat is goed gekwalificeerd, maar heeft ook als doelstelling mensen op te leden tot een bepaald niveau waardoor ze naar een reguliere baan kunnen doorstromen. Als de raad reduceert in personele bezetting dan zal zich dit onmiddellijk uiten in de kwaliteit van het onderhoud.<br>Dhr. Tigges wijst erop dat de raad op 9 november a.s. is uitgenodigd voor een bezoek aan Op/maat met de andere raden uit West-Friesland. <br>Mevr. Van Langen vraagt waarom het college proactief heeft besloten 10% efficiency korting door te voeren per 2011 zonder dat dit expliciet met de raad is overlegd.<br>Wethouder Gutter antwoordt dat de efficiency korting voortvloeit uit de door de raad vastgestelde kadernota 2011. Daarin is de korting van 10% opgenomen voor uitbesteding van werk aan derden. Het college voert uit wat in de kadernota wordt aangegeven. |19: Raadsvragen|Agendapunt
